record_id,cluster_id
8FkDdUTVN5,1
mMDb705TVZ,4
usTZPMH2QF,0
LxmXvBrNaG,0
MtgpR67bWv,0
GTwn8D4xAu,3
QgycWuq1Tt,0
fvlUaN6RWY,0
FRK8vLjQfk,0
JrcmUpFaDM,0
k84nT7VRdQ,0
aJeGIrU7Ru,0
fMgY6ySWjs,0
A3WkGKvchl,0
2Zk7G3PVAF,2
8c1QBpkrux,0
c1BACUGhFO,0
Ly2UbJYai6,0
sajNtV1Awe,0
SohMyvEpgJ,0
bYU0mHlsGM,0
Rn6XmWupvF,4
VZzYc2aC3W,0
v3FXECARrN,0
6F7ZNJI0Rv,0
qyLxvrwCgE,0
RdMbO942NE,0
Fi4HEJmYuU,0
zt4hifUYZe,0
KcAbdY0rPw,0
g5IN1t3GEl,0
FryBW1X4Vz,0
5NIveR8Ebk,0
WJF6nhDIaX,0
0XUwhzG19I,0
ethjcBqHx9,0
pq3yPh9z6t,1
o4PJfcTOKh,0
QCfarJPLsA,3
NurZCfVmo2,2
hBEoXe7bKW,0
ESUA5nwurL,4
Ae8qgdsjEN,0
ZsI5KPi0Fr,0
y3qIPojRkc,0
qzAJldDC2o,0
u2UETXM40p,0
IRoQ13lYde,0
NWfLwdjHln,0
vVFO0Hpi1Z,0
jCsDUovrOF,0
Uc97Fdekj4,4
zuo7YKgpDN,0
obO0IlTxF6,0
hV8Q3106br,0
wyVXex12ln,4
M6nlpFeSYV,4
UWV6OeSPQX,2
kjAP39yoIl,0
uGNFQse36x,0
vLXJuygh9B,0
ypQ8EiOVL9,0
rlZE1WsqNo,0
3rIBDif7Pd,0
oua274Zfm1,2
fXVgqQujkN,0
PWQLV9z1cm,0
gYm9ZI30FH,0
ieCzq6bjJr,0
Y3U96KEBaL,0
qKbjHyCtIQ,0
wkg7DWdFyT,0
c2Ks1XiVnA,4
XPknLqvwsW,0
jg5F9i7pPl,0
dFtIrzSECf,0
82mIvyqxNJ,4
OEbHkGjCmd,0
KPERZHiCef,0
btWoxmNUgP,0
sA7Sz3Pqb4,0
784NTefPHJ,3
aPOyfFCYGN,0
RLpcnQ9STH,0
QNAHD1bmVW,4
UN8RbHAekz,0
SAhxTqu78N,1
9Hvez5i1oF,0
qs7TpvRWDn,4
ofwA9Qnuy7,4
brtxPNZRVs,0
9BJMSnZO14,0
gpZekvIG0C,0
IBGN9mzSDv,0
ZFpAMt7vO6,0
3z6tlP85Eg,0
hjQFuyWHke,0
KZnM64GqP9,0
yY1CK27OAk,0
7DAh9KZYfU,0
VPNKS0B62v,2
5X48gEZUNC,4
Gm4SIonQyD,0
B3WTAOEmeb,0
4ywt3vRUIM,0
4RkoYsGIui,0
NDq2Zt7mdv,0
DlcHiI9AWE,0
qvySzET9ax,0
hPJoIum4BL,2
MpikcFXgUt,0
OgwJ6uY47r,0
DJQLWztYVS,0
WHDqzQSoMs,1
reduXpas1w,0
MewTND2t8E,0
lPE5YyIbBQ,0
03efXpClNF,0
ek4ozH2nmi,0
DKmboye8YX,0
GMt0zi75Qv,2
BZ045elJVv,0
Wnl0vUcJYD,0
VJFf3hp29S,0
esPZUB7cCT,0
uXw7irBaNt,0
ijSHqFULru,0
w7ZsNBGr9k,0
9ZRJaTuQx2,0
ztjZTDyRMB,2
ch0k83IBeR,0
D5Etzu1ARC,4
UWN0IxEcfF,0
3tTlkBiLY1,0
N1okvVUYbr,0
NUteZu8n25,2
C7UzbfFEvG,0
aG3STEZYzF,0
igzAF8Saxe,1
J3czoNlH0D,0
sJQSwnIbkE,0
3CSTy4mzoP,0
4PadYv3g8Q,2
OH8UdLoYFu,0
LM5KH4hxwY,4
9S8oBctEnw,1
jCdPfw8nKs,2
fRO9tBG7Hw,0
yZbJ3cAVth,0
YIWygiM4AR,0
ge6mZHtKM3,0
Q8dHEMFta2,0
nNk8Daxv6V,2
WnPsYi1kRg,0
buMNK1ek3r,0
b8OTK7kPU0,4
0s7y6J2XUi,0
I9K2xeWOp6,4
HvjE9GXVkC,0
kaIuifxMnW,2
ljg6fyO7GW,0
oqJzHtLpBu,0
s8jo0aGIkh,0
HuadYXg1q6,4
uK4MfcnU3p,0
tvUEnqkIXV,0
fs3rMdlYPv,0
PTOlGjqAD7,1
uXUg0lYZSM,0
VjsRitH4gn,0
OoM94nYK6p,0
7dXwefAOpi,0
s8hgdXIeDc,0
EQfeLR0OMH,0
dABKokMe4X,0
Uef3vEyFdx,0
WOjdM7eFzK,0
HwZ5eAFscp,0
ivRocDZVAW,2
L9M1bEzdwl,0
3nUOyTWg2t,0
doEz7l89sM,0
6mIv9UZcT4,0
nvURJIHVrl,0
dfn28RF1uj,0
ZkOt5Ycjp3,0
UKdQmi1qc8,0
3g4motEjsX,0
S5ZkrAXcRD,0
rztEGj4sRo,0
fsJpG4NH9M,0
VMCdHxhGeo,0
S9pBjPZHqk,2
AKYuNXW362,0
dWorVxTZn5,0
DuxNIXALbB,4
2dXwbgHGPn,0
Cx3B2bcf9o,2
YBLAG0iR16,4
agJKhD5BbE,0
o3j9TBdV2c,0
1UeXFEW93N,0
2tmp79hfP1,0
uKTQWYMh0N,0
KJn8D62rXg,0
ezioJASX7l,0
kgPWr4unFp,0
ziKA0YQFTo,0
cDPEXx63J4,0
eRmJLAxfkQ,1
nDrPM0sWao,0
LjsPck28Bo,0
NukXA1cj4V,0
MyERl4Sx25,0
cRidS641Cm,0
1x4F8b3qQ7,0
7NrhqYvSfB,0
YNZeqSg07t,4
5ntPUuG4gW,0
x48FPva1cg,0
mvR69fwSO4,0
PyxLs3REJX,0
0h8YT3bJIF,1
9vLejlYhfm,0
5qbuy9U8HX,0
0zIMP7ABqs,2
Id9FPUA2Vi,0
cdlJ5wWbzL,0
oYpa9y68N5,0
KLkuaMlX37,0
Eds36yoSAk,0
ZE3CbHG61g,0
MCSJhwsNuZ,0
sy0W6qxlSn,0
bHqgOBpZno,0
fSVXg6xU45,0
UKhxqZ1oaO,0
rX8iK4YEp5,0
sEGQi17RwM,0
HjgbREL3ue,0
2f0PMcn5dV,4
9poRTHAukB,3
YlvEfkinrZ,4
DpyBlMTwYK,2
NP8oYyL7sn,0
eLaO1A5wdU,2
0RAG5ud3K8,0
XVuTfyd9RI,0
CilFkdHuDo,2
I7vYjW9P4c,0
GQ7gLtfX6q,0
DBmOx62Ypn,0
ndwSU4MaVm,0
fuK7SsmaNi,0
SC6KLDlM2J,0
vFDX3ohbfg,0
ZdYliJF1fh,0
Sz94JvCaZN,0
UhjNOYE5Ps,0
2w5mRGdctj,1
Nc0Bu6TrP2,0
FtkRrWD4sQ,0
1XTuKMNjst,1
VTZuv4jMRe,0
cIgCNlPy3G,0
j9IEDNpkvP,0
oL5JpzGhaq,0
4eY1huLFDB,0
Wd4JAih6QT,1
wncDfaSHVJ,2
0BsIdq5b2F,0
v9qhMLcTGA,0
aVDzcsBbFW,0
9AsdHKnRlz,0
pc0ROCtnuT,0
fTeGoPZx2M,0
7gyU9I1JiH,0
cqGMR9J7l1,0
XslYmMdavt,0
A5iCnf467m,0
HTaEtrUbhi,2
CIBKm5vYRk,0
Im7X2SGfRT,0
9Ccb0KG4ps,0
ACYEPqdW7M,1
xqWFMbX5Ht,1
XNa78AjtvE,2
TOUt6E9CKF,0
We2dNgw3HO,4
iQ1b5qLhl7,0
d8tyPXHQfk,0
ACvUoWOVsX,0
xieXCQ8MZ5,0
5pb9NmxTir,0
QwBp7a8SoK,0
Qhnr3maG0x,2
Uv4qNFBgr5,0
l38dsZXWSV,0
6zbqe2N1VB,2
RZNh5DbQO0,0
DJ4sYSPHM5,0
o0AEXJz1tS,0
6XUKgQRLjJ,2
vhJkQN1ser,0
C6IovhqYsj,0
sMpxkNXtAT,0
I2tyK8m3hz,0
4gmI1V7waR,0
NAQFHEzf0I,0
dOKvJDkjLT,2
rx8whOjT1z,0
Ro0ABYOyNh,1
dEHct0SYmD,0
bustjBHexJ,2
x2AUrMR5nW,0
1OCnrvJEYD,0
yKbpYDZmX6,0
NqiLVOz1jS,2
N5iBEDnZq7,0
QwkmJsznyp,3
hFq6bl5LYf,2
mbigGn8EfA,0
bH1WPA3vDo,2
v8TtHPgVZX,0
mLtCyWoFHA,4
V29gxIe4kn,0
7r2hCgITeL,0
FJbXWUuK6g,0
upBKkZroGM,4
2zU3ltmIKu,0
gzvjblePEf,0
L5Irosw7t8,0
AyoP6DdlRk,0
n6AsyhgTOe,0
c0dfSUFloN,0
UlnzfcA52B,0
V0awyvPSbd,0
RaphYsClVn,0
AtSFZPkNCY,0
puJHQM5PwT,0
Nvl4aZ8nGK,0
451OS7PWLC,0
ZMjdCJiKW7,0
0FBK1Nv5XV,0
GhE5zo4sQC,0
sG8bOKNZFe,0
zK60CnLost,4
4oihl6gwJQ,0
N9jpHMP6g7,0
YbyOCHM6mI,0
s80FD5XitQ,0
7LZRCJbXfK,0
QghTYXSvb3,4
vCaUefbHI8,0
FBkK8O6Doy,0
rEFfLucaXR,0
CwPd280t6a,0
LiwqhuM89j,0
hs4y9aDtT1,0
ix853efpQ2,0
OL9TC0Dam6,0
D4bxuJ91VI,2
2b7Bc1nXFS,0
tx7d9lKRJw,0
TXUtx4PfVd,0
18qloZHGfR,4
63bFAwvLNq,0
xe6m9FqEKa,0
9Uj0sBEPOh,0
9sEMgj6z3S,3
o5OyjPR9Fi,0
QonOb7CHsR,0
3HEOQrlsTu,0
jvk0MCmyXF,2
9pgfRPYZ8y,0
I2Pqxkh7SX,0
jfPFNRpBD8,0
EwPND2keif,0
UJWXNnlchg,2
3QoeCJMln4,0
KFBd5PVSW4,4
X1K9u3xPpz,0
2UVXPger5m,0
Eo8uqPhcXk,0
7wjK2a9V8F,0
c7YV8ZXuP1,0
KIYAOsL2qy,0
Vx9YRCM0AZ,0
iaObsdSAku,2
L1miy5zVSN,0
e4KtLVcjl5,4
aA139eRiJd,3
FZecUgA43X,0
6gaCmAduNe,0
1qLx97c2py,0
q9r1kltJag,0
udLw9aUxqC,0
524YvyNfh1,4
3tLQ57AiGf,0
psCN6aW0Ec,0
jc9hybnDYI,0
qDerFY08PZ,2
NVb25T1GPH,0
5QwaCDtEPf,0
6QMXZ5gVw4,0
kEJdxAHwjc,0
0TEyKLJvih,2
rF2ILcWRe8,4
xKqzESPLAU,4
qXkYsSEh2r,0
UsIhRbXdO9,0
zPhSkUOuJD,0
MuRU2fhQat,0
IN2w84Utcu,0
rcH1qNWMOl,3
oOm4afZUuX,0
af4JZBNv7W,0
fjHwm5kJEF,0
umT67oyUkE,0
qn8woLVgJc,1
yB4nkCI1vs,0
XZd309Sx5m,0
j01dy7O4pr,0
gOqRorFzT0,0
V8HqiljCfz,4
nUbuzB9tZe,0
JiEI6pAOvZ,0
OTgJIb0AqH,0
U9OS5VNKMq,0
Rsx0rn6Vz3,0
gRYls71FO8,4
vJErHP4MOz,0
KpPeymaxbE,0
zDxvP9EQyU,0
Za2FLNEqMl,0
NMpi8Kl7n1,0
u6fCLIRnJt,0
u3JkgeXBRh,0
qCIEQkVtZR,0
lWU92QuRjE,2
E8pZQHJSfA,0
OZK1IpVz9T,0
c0pEseFuNt,0
WqzAFVMiJ2,0
2RhrskLHnD,2
eusyjAxqiv,0
vzBhEs3oyG,0
TEvXw4tbl2,2
OYt1hq0Jxs,4
pzJVwPNM8D,0
y8blBEezpw,0
F3984ae1yi,2
3cjLagTHNf,0
WJ3awB7Yq4,0
FetwQbcxuA,0
lo95jAbkcZ,0
Hcp2mGLQ4x,4
DS6Ro5J0fa,0
Vhz4yPwMgl,1
uXG9kCim1f,0
qov6GSRjTt,0
TRkQjr6Wc9,0
U0exS1Yr2b,2
AOhNGPJ2I7,0
29jDEUQ5Yp,0
ozTPxcBgFV,0
DzsaV4Fwpf,0
0bGnx5DsQS,0
y9nD4rMZqO,0
BWd3YHGCJS,0
8sGkHmyMTI,0
SQb9j71neG,0
Hcly8VBbkX,0
7ZEwqvirlo,2
IAu1c5rXaD,0
HmOMV5itwh,0
iYtN7SPfUb,0
W43hPCfxie,0
pMQdP1Kwyg,0
kwrhDAsH86,0
XI34mrdAPW,4
YzZcTnxR5v,2
EX3bHVLCNF,0
8U3olnTEMW,0
p74P5wbxB0,0
xiLPtEj2OF,0
s1Sg0rcjei,0
R58wACl4Ff,0
IYaZCTM9ce,0
bl8f30FxcQ,2
rStjw62JxP,4
DLNGKsEgMV,0
zyf6Zir0QD,4
sGIHWjRgVU,0
NcW3YqUbJF,4
JO6W1LEBRU,0
EUszeQAN2I,4
ogWSGa9cKv,0
NqPrej9Xzw,0
nwrfuv7h10,0
WH8jUcXxST,0
2LneXYD80g,0
MdrSaexDfP,0
jIH0lotKOQ,0
Wq0YjUXc7t,0
3Gu6LEie7I,2
79AylU30BR,0
7whJpu9VGD,4
uiBtknr2zw,0
oLhZun08Tw,0
lj03Q5WBxg,0
0IPmUEbhw8,0
Ah7TvbN4Zm,0
e8EWVRl4A9,0
eHCy43cli5,0
zlykfZRh2p,0
oc4dptwJMx,0
n0eQGvJAby,0
jUv1dZRoiA,3
57cDTIjEKh,0
9GId3Jnimf,0
webXIvnqUQ,0
4mfErSxnGH,0
drMsjnc3HL,0
mynlpGJt78,0
P7rV5CDn2d,0
MyTpi64Asc,0
XdVKYlz3oB,2
hQZ2mAfBYb,0
ntkUSV80wz,2
vLHkRoUOrJ,0
RtKmnEu3YV,0
mP9XTbrngi,0
ikASho4efI,0
zemXiIhYgM,0
kNyC3SBcKo,0
Fe1aXIySfV,0
bDdnFRKj3f,0
KhqGrI14A3,2
7oYGVdWu2S,2
VF3SWUvJMN,0
Tj14oypGIw,0
Krysz4BbCZ,0
DR4WwCfI6S,0
5JRZMftBDE,2
PSMXW732Cu,0
VPN9nqwA8e,0
RJTFWleyPk,0
KrOexQ2Bn7,0
NrAkfemCqZ,0
sQlbgCSw21,0
SU0QzGKkHq,0
eaxFPmUubW,0
3jL5dRx8AX,0
2YEaJFwtlI,0
uJeGXacdKL,0
XEBGQJia5w,0
K4J5hGjsmZ,0
lVmqz6L1yf,0
RHiXPMJ4CO,0
crBLgRYpnh,0
cJ1knWORyM,0
NjZe9MhnTq,0
TrXptcSFKI,0
uV5NKsQfGn,0
FcjQnmoGrv,0
fdliHcg4FI,0
c5S4UCuMwr,0
7HzsxRmhlY,4
WSknqv7gNI,2
pCqnHDjxda,1
RdLJMlXh4y,0
DQZgvbF4wJ,2
mPbJQIwEHA,0
tdulobcTgf,0
ia9qsQClNH,0
rxCpWiOJwu,2
1sp3gYkEem,0
o3R7pb2uHT,4
EzO58xJCFp,0
1K6fmhrbcG,0
h7K9wuHMJA,0
1X82s9qHST,0
vW9OzFrxft,0
xu70FOLThG,0
rZCn2ypDg5,0
38rYOmAe9K,0
yvlK70cBYd,0
72eUohKmIE,2
ovzmXIGaAV,0
YOL6tAMUXw,2
8g9ra4XMJZ,4
auGpoi9EVl,0
vQOc0jDl3R,2
7YtlyB1Cm8,0
Ngv4ijoS6m,2
ErDcVYI9TO,0
UpbkNiH0LQ,3
sebZFT8Ih4,2
M5nWgbqhiH,0
dF7VNHuqYb,4
CZL2E0U8nY,2
RF3Yjs6zBT,0
YdZEcWjSXT,0
CTOUo97Dzn,0
fbiE92vcI3,0
qpGxNmznhf,0
K2L1CykMAW,0
Go049BfUCn,4
hsFocPmlfx,0
foz1YZNSEF,0
Nq8suUKkx2,0
fUQkAueLIq,0
1ysG2SxZLA,0
9UrJ1ucK5k,0
dzKlgc2Hoa,0
zKq98fugE2,0
Py5UdB04np,0
o8PVFx7DMK,0
PGizhuwUFQ,0
q1PM7gVyTR,0
dze1hDqMIG,0
2pZ9QYfy3X,2
fqRab8zCLo,0
rejhfZ8EX7,4
d5mPLfNTeF,0
TUFXwtfJDQ,0
TU75paxjPf,4
xBoOiJm6Sg,0
1JNOQefYrx,0
AbEiDhvVSZ,1
VWLkB6Qb8C,0
Mh16i5KTay,0
Cp7zbBorHM,0
iUsYk7uNeh,0
1uwgovqKxk,2
EM2JlqOBtd,0
sj18tpIHbx,0
BKHljthcPq,1
z10DxL8N7Z,2
tZI6vA5VJO,0
CBGA3XTaib,0
rNIGFEtbDC,0
wsDmuT4Z5n,0
7jSM5X9OA2,0
nIbUJ3Ksxq,0
R16slF4EBy,0
TAzaDChkpn,0
FPZflsHC7Y,0
YGeFj6t9uZ,0
LExaGZgzuQ,0
i3BCHISJUu,4
hIEf3XFDzO,0
iJap1nBo3V,0
C8T7fqphUA,0
frTFaPVBMe,0
aJErmfLz1s,0
0FHANsmj1E,0
1yYdhIKmij,0
f7iIdDHB45,0
abLpPT0zFW,0
Nh2A4FtYvD,0
4KQvROW7yG,0
DUwVMCOoj4,0
UY4rdcOBWi,0
aXpzf2vtEk,4
hZyBv3sXLJ,0
xr6cN7GUbF,4
uk3FB0QPKq,0
2vnwOZQd8J,0
UIcsVCKfD0,2
10Qvny7V5s,0
O9FpHVfmK5,0
IzRbHQOcos,0
36R1zKk4e5,4
QRoHlKz652,0
09zWSyRCon,0
q4ruBevpQC,3
fiaxoceY3U,0
fmJQtPOXqe,0
4u9VcLNXli,0
6j5L0X9rgw,4
98sVJji1Gg,0
UmbFKf7Mva,0
N9iPODasn5,0
t4NDuhbVrd,0
8JUyK7I6sx,2
USWI7hkL1H,0
gld8cSMF5X,0
BbvP4ERpeX,0
O6xZYPUjTF,0
RiIFN38bJj,0
pacvxsKFdr,0
S6BT4akqio,0
U7DGrjgwaK,0
EZrwHT95vR,0
7EOBvomPJA,0
4jt6LGhNxO,0
wasEpADqd7,0
u4oicQgqAG,0
XGeYq60gbW,4
8BhNWgXnjq,0
36wZk4sDrX,4
gxUkbG0p7a,0
nM35RuNqxO,0
gOTH8hnurX,0
vXMVo04NcW,0
6nBFaGOhEk,0
AmO3gXfFRc,0
3WiB6cDvYT,0
6uCgsNBFHx,0
SnJRkYNMhi,1
eXvhRMmUzr,0
JAl8rihPN6,1
erSf3u9gBC,0
HZALFoNqex,0
S7efgMbaxs,0
BtPngLhW8V,0
Lgtl4MWNSx,2
4EygUDq8vu,0
TPbylOsIhz,0
A8x3RecCK2,2
la93OyVpfd,0
hZCQTI3jWY,2
A5S9LW32JH,0
B7KLWcdvHM,0
dgGvpfS1Eq,0
pPWncKguwa,0
VKQyGzTpeL,0
1qGjCWtXL2,0
Tym0NRxIYj,0
F8YTHS4yhC,0
ceo1GSZRtx,0
lcO5DhXJoW,0
t2ZeIXlMac,0
9ucMRKBY8G,0
4T6RQdzGxi,0
oIyb1sTHLB,0
pbKvJcBH3O,0
DKWPqz8bCv,2
LWh8s90lSm,0
rwhWoP68xm,0
yhRitLdEN6,4
JBlbSQG9v5,0
P4yz5LtATv,0
qmpuolk2XW,0
p1otB8lXqQ,4
hAk6sqT2uc,0
hz5vHj3Btp,2
A5J8eMbyZv,0
jbeJrcX0zs,0
IybsOGMjU0,0
scJuF16HDm,0
XEtpgJS9mQ,0
iKQnUcyBVD,0
yjxQUASLfT,0
7lXb9MenIw,0
i8KflsDbQU,0
yrT75gZtN3,0
QmJeuKGi1w,0
5v73lkymPY,0
oUn6rbkfCN,0
BjSfGEdKge,0
Ww94MLxcOC,0
gfqR9tDpK0,0
sY9HeqkJp6,0
mk6RxBfswM,0
gJPeWdENaM,0
ZksAqd0PjT,0
4z8k12pXBI,0
JyR8LH4CFh,0
HTmWuU04w8,0
Cez6MstHaF,0
e1d5VxN38M,1
cYVqXdxyHe,0
86sIlagAjX,0
mtsDWNRYMz,0
S27cl8eRMQ,0
ZTx7e2EhHu,0
pt3UuNFJTy,0
P4AJwIHCvZ,4
NYulOJeWD3,0
1ZUJjyHOsq,1
M0o5j8aYbu,0
aZ0FrxEBNJ,0
b2WwmvzOpX,0
T6FE2iJHUK,0
uSDyF2fphK,0
NZiKHqWSrV,0
fW8MietjuV,0
La7gE1YFPu,0
jxfeBygcC0,2
R4dL1JMB6a,0
4wj3a9QdyD,0
3MIW8bDAcB,0
tRUikmVdwT,0
3MdRXVSIFN,0
bJALVMyBwf,0
8o5OeiDFwQ,0
gu1xQpAf6R,0
4OTx8w6RVX,2
6y1LafgYO9,0
Gyq4ME5luf,4
BzQ9xNwCR5,0
0ZYMe6S1Ry,4
1aAQlDJ9Hn,0
Quy3hEUXiI,0
QHbB15MgRp,0
VHp8wCl5ki,0
g2ofk0187r,0
TPf4psAUui,0
qDf9whbNgU,2
nRaZmXzl5d,0
xylXZfIGjL,4
h72qUkzg6C,0
cSxCz58RN4,0
3Rah67sYLB,0
qC8GlAicB0,2
FR4OsY2EpJ,4
UG56pat2KQ,0
L6oJSG9KRI,0
d5k97OZ2YG,1
bWExA2VhLR,4
IifUbEK0O8,0
E1657YkGIe,1
dtmJWBA0Zk,0
KvVdL1DnHg,0
5dsWLvJBU4,0
sfMURXpJc7,0
pncqxsVTbY,0
2VeTJOWhoy,0
8jJMiBZUuK,2
KheYQH0Gys,0
DVmFXI3szU,0
xoZrMkJ6Pb,0
boGefrpgSd,0
02kvP3rUuE,0
QxPJc59e3f,4
0R21zaq3Wg,4
fRFnGdb7Ac,0
bqrDCwunkz,0
69LwnbBlCZ,0
Na3ZQVB6HF,0
gaOHNPrRMd,2
sBe0pjochx,2
0ZbNALS56T,0
VHJ7eupXKD,2
AotRHMlF5K,2
NPDXYpcfLA,0
2vEGxfVJ73,0
btf8TA7rYh,0
x5qZOKv8uD,0
OTB6oWPSCq,0
jZcJoQwFVe,0
bTV1iNvOCA,0
jcLnsViE2h,0
PnMkOZ6ftr,4
uYywKcQNCJ,0
1o2g8OEYzd,0
WzZXdPLqYV,0
JTDSws5ZRH,0
4DnElcBQH2,0
iX71WVKQlm,0
ElZtf6q14B,0
PAGVp0mDgr,0
3uq7gN0W8i,0
51wa3LfElo,0
U72A6sdpf0,0
HxpDcjR76C,2
enJuEPUtc9,0
SaYjqOyQNo,0
un6qf7NS3V,0
TsG1AacLhg,0
YbOXCwULZQ,2
KSxQlXqLIe,0
wUHhjY4vF0,0
D0VfBhWQCv,0
tH6GpUFAoJ,0
24Ul8gfxAI,1
0roiwde45T,0
L7JqrE3tUl,0
t9aShRXkO0,0
G8435mYyQz,4
xENrIuKswp,0
QeCUpmh8L2,0
FG31BSiK47,0
YLejSltGw9,0
8xREdMLV4K,0
03I9ilVTZJ,0
IVHMrpe4hj,0
unk8yLX1RS,0
0vOzVYPW61,0
eBSDc3ta1E,0
KxDqe1iA4R,0
VopOMJxDgw,0
Ea7YWt9SM8,0
BYRKybajMq,0
k4Fr87MvoR,0
nhQMcUJtP9,2
7a9UNVnIR1,0
PxCKgtnEoT,2
RYgdmW2GAF,0
9xiOtjIZST,0
dc6n1qKsCr,0
3I4OyF9bWt,0
yH9vxfNCWU,0
h2cVCLMEv8,0
DHI83ECABN,0
FPHoqCRIUw,0
ocJM2qR9Ua,2
RGlKTkiLP1,0
OAL1MYndGz,0
eRrBxEd37o,4
1PTLMGWcfy,0
9RrwGcOakF,0
GyCkLWvdic,0
GdpVuUlBSQ,4
ueKfzQPnbI,0
ZT81KfvoPg,4
196ldWIYJU,0
gXJaw4lehM,4
vymSZ3GjcW,2
l0wGOjH79F,0
BpMEIioeWw,0
5ab3eXT21z,0
1elwpFbgLf,0
TZMEri2geS,4
JuQT7wad2Y,0
n6frGsePSq,0
K9xIbJtF36,0
2vUBbJNjqy,4
Vode5FYJU3,0
wZ6fVncPjC,0
WkDGY3OMCS,0
H3PYeixnbh,0
nNd8JsyUE1,0
sMwr6K3iof,0
vXzCI2hwc8,0
5jn1qCtsKy,0
g6OoTtYMSr,4
Z0hRp5GExm,0
gbH2kJmRue,0
YnmDtrAK67,0
p2b30vjIw4,0
5OqmlQtZz1,0
KILNxlcJta,0
1zXU7QFxlR,2
3MTuYjoIGt,0
UEwVO5fXi2,0
R5ezQboATi,2
6Jb8cPO5sK,0
tZi3cpIylh,4
Gwa3cDCkjp,0
9iTmA0E1Ht,0
zFfncJiWK3,0
D7BMNVHLW1,0
9Gbue2szV5,0
tH9dI1Oayu,0
cYWwtfyXJQ,0
WVuXtlERzp,1
MRtYAHUk2d,0
yS85tQez3G,0
FayXUP9Vi8,0
o3xpK4ran6,0
bMR5DmBjzW,0
PrezDZYvkH,0
YZmF5gfJVA,0
7XmrNnhuIC,0
UuwEFa2VyS,0
rmJ1hVEbAj,2
LaIp3QJm4E,0
e54DndgNUt,0
094YUWjdeX,4
ET4xjAOq2r,4
ilLnjK1vBh,0
VtR2Jfc87B,0
UInMsc2hVO,2
AMSO98Yc7K,1
XbJecdMiUr,0
lMTi038Q4A,0
CJfBhNOqax,0
oh2vipMGDr,0
sYxr1nyjJz,0
t1A4yPvHsp,4
BMAxuwsOYr,0
GF5tW307JQ,4
05Ox6t3H9o,0
F91b06uygd,0
YvPWr327ly,0
KhVP2UfWO4,2
QRZ6IxY3sJ,0
Lh4yvnZaKV,0
V60ztKI4S7,0
sQcPr7TKZR,0
